pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass
K2-116 b,1,1,1,Transit,2017,4.655411,0.048,0.69,0.062,,,0.06,,,4348.35,0.67,0.69
K2-117 b,1,1,2,Transit,2017,1.2916,0.0189,2.03,0.181,,,,868,,3778.0,0.51,0.54
K2-117 c,1,1,2,Transit,2017,5.444017,0.0492,2.06,0.184,,,,537,,3778.0,0.51,0.54
K2-118 b,1,1,1,Transit,2017,50.92092,0.245,2.54,0.227,,,0.2,,,4726.29,0.73,0.76
K2-119 b,1,1,1,Transit,2017,7.727283,0.0698,2.53,0.226,,,,666,,4740.0,0.71,0.76
K2-12 b,1,1,1,Transit,2015,8.28246,0.0792,2.44,0.218,5.2,0.01636,0.5,1026,,5672.0,1.12,0.96
K2-121 b,1,1,1,Transit,2017,5.1857539,0.0629,7.52,0.671,,,,738,,4690.0,0.67,0.69
K2-122 b,1,2,1,Transit,2017,2.2193023,0.0373,1.16,0.103,,,,769,,4009.0,0.59,0.63
K2-123 b,1,1,1,Transit,2017,30.951524,0.1649,2.76,0.246,,,,338,,4035.0,0.59,0.62
K2-124 b,1,1,1,Transit,2017,6.413651,0.049,2.9,0.259,,,,442,,3570.0,0.39,0.39
K2-125 b,1,1,1,Transit,2017,21.750264,0.121,2.18,0.194,,,0.08,,,3654.47,0.4,0.49
K2-126 b,1,1,1,Transit,2017,7.385655,0.0656,1.97,0.176,,,,601,,4339.0,0.65,0.69
K2-127 b,1,1,1,Transit,2017,3.588163,0.0411,8.37,0.747,,,,809,,4575.0,0.66,0.72
K2-128 b,1,1,1,Transit,2017,5.675819,0.056,1.42,0.127,,,0.23,,,4469.51,0.78,0.71
K2-129 b,1,1,1,Transit,2017,8.239493,0.057,1.04,0.093,,,0.13,,,3459.09,0.36,0.36
K2-13 b,1,1,1,Transit,2015,39.91488,0.2114,1.89,0.169,,,,511,,5698.0,0.78,0.8
K2-130 b,1,1,1,Transit,2017,2.49412,0.032,1.25,0.112,,,0.17,,,4356.47,0.74,0.7
K2-131 b,1,1,1,Transit,2017,0.3693038,0.00936,1.69,0.151,7.9,0.02486,0.0,2223,,5120.0,0.76,0.8
K2-132 b,1,1,1,Transit,2017,9.1751,,14.572,1.3,155.7367,0.49,,,,4840.0,3.85,1.08
K2-133 b,1,1,4,Transit,2017,3.07133,0.03194,1.34,0.12,,,,,M1.5 V,3655.0,0.46,0.46
K2-133 c,1,1,4,Transit,2017,4.86784,0.04341,1.603,0.143,,,,,M1.5 V,3655.0,0.46,0.46
K2-133 d,1,1,4,Transit,2017,11.02454,0.07487,2.003,0.179,,,,,M1.5 V,3655.0,0.46,0.46
K2-133 e,1,1,4,Transit,2019,26.5841,0.1346,1.73,0.154,,,,296,M1.5 V,3655.0,0.46,0.46
K2-136 b,1,2,3,Transit,2017,7.9752,0.0707,1.014,0.09,4.3,0.01353,0.14,610,,4500.0,0.68,0.74
K2-136 c,1,2,3,Transit,2017,17.30713,0.1185,3.0,0.268,18.1,0.05695,0.047,470,,4500.0,0.68,0.74
K2-136 d,1,2,3,Transit,2017,25.575,0.1538,1.565,0.14,3.0,0.00944,0.071,420,,4500.0,0.68,0.74
K2-137 b,1,1,1,Transit,2017,0.179719,,0.64,0.057,,,,,,3697.0,0.29,
K2-138 b,1,1,6,Transit,2017,2.35309,0.03385,1.51,0.135,3.1,0.00975,0.048,,,5356.3,0.86,0.94
K2-138 c,1,1,6,Transit,2017,3.56004,0.04461,2.299,0.205,6.31,0.01985,0.045,,,5356.3,0.86,0.94
K2-138 d,1,1,6,Transit,2017,5.40479,0.05893,2.39,0.213,7.92,0.02492,0.043,,,5356.3,0.86,0.94
K2-138 e,1,1,6,Transit,2017,8.26146,0.0782,3.39,0.302,12.97,0.04081,0.077,,,5356.3,0.86,0.94
K2-138 f,1,1,6,Transit,2017,12.75758,0.10447,2.904,0.259,1.63,0.00513,0.062,,,5356.3,0.86,0.94
K2-138 g,1,1,6,Transit,2021,41.96797,0.23109,3.013,0.269,4.32,0.01359,0.059,,,5356.3,0.86,0.94
K2-139 b,1,1,1,Transit,2017,28.380619,0.1796,9.11,0.813,,,,524,,5370.0,0.88,0.96
K2-14 b,1,1,1,Transit,2015,8.36802,0.0627,4.81,0.429,,,,488,,3789.0,0.45,0.47
K2-140 b,1,1,1,Transit,2017,6.569188,0.068,13.563,1.21,295.58042,0.93,0.0,962,G6 V,5585.0,1.06,0.96
K2-141 b,1,1,2,Transit,2018,0.2803244,0.00747,1.51,0.135,4.97,0.01564,0.0,2103,,4570.0,0.68,0.71
K2-141 c,1,1,2,Transit,2018,7.7485,0.0683,7.0,0.624,8.0,0.02517,0.092,695,,4570.0,0.68,0.71
K2-146 b,1,1,2,Transit,2018,2.6446,,2.05,0.183,5.77,0.01816,0.129,,,3385.0,0.33,0.33
K2-146 c,1,1,2,Transit,2019,4.00498,,2.19,0.195,7.49,0.02358,0.075,,,3385.0,0.33,0.33
K2-147 b,1,1,1,Transit,2018,0.961939,0.01575,1.473,0.131,,,0.38,1077,,3690.0,0.58,0.56
K2-148 b,1,2,3,Transit,2018,4.38395,0.0454,1.33,0.119,,,,,,4079.0,0.63,0.65
K2-148 c,1,2,3,Transit,2018,6.9226,0.0616,1.73,0.154,,,,,,4079.0,0.63,0.65
K2-148 d,1,2,3,Transit,2018,9.7579,0.0774,1.64,0.146,,,,,,4079.0,0.63,0.65
K2-149 b,1,1,1,Transit,2018,11.332,0.083,1.64,0.146,,,,,M1.0 V,3745.0,0.57,0.59
K2-15 b,1,1,1,Transit,2015,11.8104,0.091,2.48,0.221,,,,676,,5131.0,0.68,0.72
K2-150 b,1,1,1,Transit,2018,10.59357,0.0727,2.0,0.178,,,,,M2.5 V,3499.0,0.44,0.46
K2-151 b,1,2,1,Transit,2018,3.835476,0.0373,1.49,0.133,,,,566,,3695.0,0.45,0.47
K2-152 b,1,1,1,Transit,2018,32.6479,0.1716,2.29,0.204,,,,337,,4044.0,0.61,0.63
K2-153 b,1,1,1,Transit,2018,7.51574,0.0614,2.0,0.178,,,,497,,3845.0,0.53,0.55
K2-154 b,1,1,2,Transit,2018,3.67626,0.0405,1.99,0.178,,,,715,,4097.0,0.63,0.65
K2-154 c,1,1,2,Transit,2018,7.95486,0.0677,2.07,0.185,,,,552,,4097.0,0.63,0.65
K2-155 b,1,1,3,Transit,2018,6.342,0.0562,1.8,0.161,,,,708,,4258.0,0.58,0.65
K2-155 c,1,1,3,Transit,2018,13.85,0.0946,2.6,0.232,,,,583,,4258.0,0.58,0.65
K2-155 d,1,1,3,Transit,2018,40.718,0.1937,1.9,0.17,,,,381,,4258.0,0.58,0.65
K2-156 b,1,1,1,Transit,2018,0.813143,,1.1,0.098,,,,,,4460.0,0.62,
K2-157 b,1,1,1,Transit,2018,0.365261,,1.0,0.089,,,,,,5456.0,0.88,
K2-158 b,1,1,2,Transit,2018,10.06049,0.0887,2.64,0.236,,,,794,,5503.0,0.95,0.92
K2-158 c,1,1,2,Transit,2018,5.90279,0.0622,1.28,0.114,,,,948,,5503.0,0.95,0.92
K2-159 b,1,1,1,Transit,2018,12.42205,0.1013,2.26,0.202,,,,684,,5425.0,0.83,0.9
K2-16 b,1,1,3,Transit,2015,7.6188,0.0667,2.02,0.18,,,,658,K3 V,4742.0,0.66,0.68
K2-16 c,1,1,3,Transit,2015,19.07863,0.1229,2.54,0.227,,,,485,K3 V,4742.0,0.66,0.68
K2-160 b,1,1,1,Transit,2018,3.705871,,3.178,0.284,,,,,,5649.0,0.91,0.98
K2-161 b,1,1,1,Transit,2018,9.283188,,6.117,0.546,,,,,,4972.0,2.57,0.99
K2-162 b,1,1,1,Transit,2018,9.45889,0.0795,1.44,0.128,,,,631,,4842.0,0.69,0.75
K2-163 b,1,1,1,Transit,2018,6.673117,,2.466,0.22,,,,,,4937.0,0.76,0.83
K2-164 b,1,1,1,Transit,2018,17.355066,,3.249,0.29,,,,,,5791.0,2.2,1.18
K2-165 b,1,1,3,Transit,2018,2.354992,,1.274,0.114,,,,,,5185.0,0.8,0.83
K2-165 c,1,1,3,Transit,2018,4.382745,,1.554,0.139,,,,,,5185.0,0.8,0.83
K2-165 d,1,1,3,Transit,2018,14.101361,,2.648,0.236,,,,,,5185.0,0.8,0.83
K2-166 b,1,1,2,Transit,2018,8.52695,0.0858,2.19,0.195,,,,1140,,5960.0,1.61,1.16
K2-167 b,1,1,1,Transit,2018,9.978541,0.0932,2.365,0.211,,,0.48,1220,,6310.0,1.5,1.08
K2-168 b,1,1,2,Transit,2018,15.8523,,1.86,0.166,,,,766,,5502.7,0.83,0.88
K2-169 b,1,1,1,Transit,2018,6.380803,,1.273,0.114,,,,,,5548.0,0.92,0.99
K2-17 b,1,1,1,Transit,2015,17.96753,0.119,2.23,0.199,,,,487,,4320.0,0.66,0.71
K2-170 b,1,1,2,Transit,2018,7.576544,,1.418,0.127,,,,,,5748.0,0.98,0.96
K2-170 c,1,1,2,Transit,2018,12.400047,,1.802,0.161,,,,,,5748.0,0.98,0.96
K2-171 b,1,1,1,Transit,2018,5.628466,,2.687,0.24,,,,,,5250.0,1.72,0.89
K2-172 b,1,1,2,Transit,2018,14.316941,,1.666,0.149,,,,,,5569.0,0.87,0.93
K2-172 c,1,1,2,Transit,2018,29.62682,,3.206,0.286,,,,,,5569.0,0.87,0.93
K2-173 b,1,1,1,Transit,2018,5.868699,,1.608,0.143,,,,,,5580.0,0.84,0.88
K2-174 b,1,1,1,Transit,2018,19.562307,0.126,2.6,0.232,,,,455,,4455.0,0.68,0.7
K2-175 b,1,1,1,Transit,2018,9.525988,,2.038,0.182,,,,,,5909.0,1.42,1.09
K2-176 b,1,1,1,Transit,2018,5.329439,,1.491,0.133,,,,,,5428.0,0.86,0.94
K2-177 b,1,1,1,Transit,2018,14.155185,,2.116,0.189,,,,,,6063.0,1.21,1.21
K2-178 b,1,1,1,Transit,2018,8.747818,,3.558,0.317,,,,,,5525.0,0.89,0.95
K2-179 b,1,1,1,Transit,2018,5.172191,,2.513,0.224,,,,,,5015.0,0.77,0.82
K2-18 b,1,1,2,Transit,2015,32.939623,0.1429,2.37,0.211,8.92,0.02807,0.2,284,,3457.0,0.41,0.36
K2-18 c,1,1,2,Radial Velocity,2017,8.962,0.06,,,,,0.47,363,,3457.0,0.41,0.36
K2-180 b,1,1,1,Transit,2018,8.865663,0.0756,2.466,0.22,11.41004,0.0359,0.075,798,,5365.0,0.72,0.73
K2-181 b,1,1,1,Transit,2018,6.893813,0.0714,2.836,0.253,,,0.4,1015,,5520.0,1.04,1.02
K2-182 b,1,1,1,Transit,2018,4.7369696,0.05174,2.713,0.242,20.97667,0.066,0.071,966,,5128.0,0.79,0.82
K2-183 b,1,1,3,Transit,2018,0.469285,,1.1,0.098,,,,,,5482.0,0.87,
K2-183 c,1,1,3,Transit,2018,10.787992,,2.3,0.205,,,,,,5482.0,0.87,
K2-183 d,1,1,3,Transit,2018,22.620344,,2.3,0.205,,,,,,5482.0,0.87,
K2-184 b,1,1,1,Transit,2018,16.9780102,0.1685,1.47,0.131,,,,533,,5245.0,0.75,0.84
K2-185 b,1,1,2,Transit,2018,10.616384,,1.15,0.103,,,,809,,5788.0,0.94,0.96
K2-185 c,1,1,2,Transit,2018,52.713494,,2.39,0.213,,,,477,,5788.0,0.94,0.96
K2-186 b,1,1,1,Transit,2018,41.474219,,3.172,0.283,,,,,,5784.0,0.98,1.02
K2-187 b,1,1,4,Transit,2018,0.77401,,1.2,0.107,,,,,,5438.0,0.83,
K2-187 c,1,1,4,Transit,2018,2.871512,,1.4,0.125,,,,,,5438.0,0.83,
K2-187 d,1,1,4,Transit,2018,7.149584,,2.4,0.214,,,,,,5438.0,0.83,
K2-187 e,1,1,4,Transit,2018,13.606629,,1.9,0.17,,,,,,5438.0,0.83,
K2-188 b,1,1,2,Transit,2018,1.742169,0.0289,1.35,0.12,,,,1692,,5977.0,1.19,1.06
K2-188 c,1,1,2,Transit,2018,7.810253,0.0785,2.83,0.252,,,,1026,,5977.0,1.19,1.06
K2-189 b,1,1,2,Transit,2018,2.588309,0.0361,1.52,0.136,,,,1197,,5519.0,0.87,0.94
K2-189 c,1,1,2,Transit,2018,6.679195,0.068,2.5,0.223,,,,872,,5519.0,0.87,0.94
K2-19 b,1,1,3,Transit,2015,7.9222,,7.0,0.624,32.4,0.10194,0.2,,,5322.0,0.82,0.88
K2-19 c,1,1,3,Transit,2015,11.8993,,4.1,0.366,10.8,0.03398,0.21,,,5322.0,0.82,0.88
K2-19 d,1,1,3,Transit,2016,2.5081,,1.11,0.099,10.0,0.03146,,,,5322.0,0.82,0.88
K2-190 b,1,1,2,Transit,2018,10.098858,,1.357,0.121,,,,,,5631.0,0.91,0.9
K2-190 c,1,1,2,Transit,2018,21.574023,,1.093,0.098,,,,,,5631.0,0.91,0.9
K2-191 b,1,1,1,Transit,2018,2.858646,,1.579,0.141,,,,,,5176.0,0.84,0.9
K2-192 b,1,1,1,Transit,2018,4.162817,0.049,1.52,0.136,,,,939,,5222.0,0.81,0.9
K2-193 b,1,1,1,Transit,2018,14.786889,0.1184,3.95,0.352,,,,739,,5817.0,0.98,1.01
K2-194 b,1,1,1,Transit,2018,39.721386,,3.642,0.325,,,,,,5979.0,1.28,1.11
K2-195 b,1,1,2,Transit,2018,15.852975,0.1208,3.13,0.279,,,,720,,5713.0,0.99,0.94
K2-195 c,1,1,2,Transit,2018,28.482786,,2.576,0.23,,,,,,5712.0,0.91,0.96
K2-196 b,1,1,1,Transit,2018,48.324222,,3.6,0.321,,,,,,6045.0,1.54,1.16
K2-197 b,1,1,1,Transit,2018,8.357881,0.0806,2.56,0.228,,,,848,,5667.0,0.93,1.0
K2-198 b,1,1,3,Transit,2018,17.0428683,,4.189,0.374,,,,716,,5212.9,0.76,0.8
K2-198 c,1,1,3,Transit,2019,3.3596055,,1.423,0.127,,,,1230,,5212.9,0.76,0.8
K2-198 d,1,1,3,Transit,2019,7.4500177,,2.438,0.218,,,,943,,5212.9,0.76,0.8
K2-199 b,1,1,2,Transit,2018,3.2253993,0.0382,1.73,0.154,6.9,0.02171,0.02,913,,4491.0,0.68,0.71
K2-199 c,1,1,2,Transit,2018,7.3744897,0.0662,2.85,0.254,12.4,0.03901,0.03,694,,4491.0,0.68,0.71
K2-200 b,1,1,1,Transit,2018,2.849883,,1.364,0.122,,,,,,5233.0,0.79,0.86
K2-201 b,1,1,2,Transit,2018,1.05979,,1.4,0.125,,,,,,5507.0,0.88,0.96
K2-201 c,1,1,2,Transit,2018,22.779878,,3.286,0.293,,,,,,5507.0,0.88,0.96
K2-2016-BLG-0005L b,1,1,1,Microlensing,2023,4700.0,4.16,,,349.61125,1.1,,,,,,0.58
K2-202 b,1,1,1,Transit,2018,3.405164,,2.302,0.205,,,,,,5491.0,0.91,0.97
K2-203 b,1,1,1,Transit,2018,9.6952,0.0824,1.265,0.113,,,0.23,738,,5026.0,0.77,0.79
K2-204 b,1,1,1,Transit,2018,7.055908,0.0738,3.172,0.283,,,0.28,1148,,5783.0,1.25,1.08
K2-205 b,1,1,1,Transit,2018,26.672263,,1.996,0.178,,,,,,5890.0,1.08,0.95
K2-206 b,1,1,1,Transit,2018,18.294549,,2.795,0.249,,,,,,5043.0,0.76,0.79
K2-207 b,1,1,1,Transit,2018,12.48749,,2.606,0.232,,,,,,5522.0,0.93,0.94
K2-208 b,1,1,1,Transit,2018,4.19097,0.04878,1.675,0.149,,,0.37,1122,,5500.0,0.87,0.88
K2-209 b,1,1,1,Transit,2018,2.080615,,0.869,0.077,,,,,,4720.0,0.71,0.74
K2-21 b,1,1,2,Transit,2015,9.325038,0.076,1.84,0.164,,,0.1,,,4222.06,0.65,0.68
K2-21 c,1,1,2,Transit,2015,15.50192,0.107,2.49,0.222,,,0.21,,,4222.06,0.65,0.68
K2-210 b,1,1,1,Transit,2018,0.57023,,0.86,0.077,,,,,,5500.0,0.89,
K2-211 b,1,1,1,Transit,2018,0.669561,0.01419,1.332,0.119,,,0.19,1873,,5117.0,0.82,0.85
K2-212 b,1,1,1,Transit,2018,9.795647,,2.65,0.236,,,,,,4349.0,0.68,0.62
K2-213 b,1,1,1,Transit,2018,8.13087,,1.514,0.135,,,,,,5794.0,1.2,1.07
K2-214 b,1,1,1,Transit,2018,8.596802,0.0834,2.43,0.217,,,,1006,,5854.0,1.27,1.05
K2-215 b,1,1,1,Transit,2018,8.269648,,2.124,0.189,,,,,,5704.0,0.97,1.0
K2-216 b,1,1,1,Transit,2018,2.1748,0.028,1.75,0.156,8.0,0.02517,0.0,1103,K5 V,4503.0,0.72,0.7
K2-217 b,1,1,1,Transit,2018,14.074524,,3.579,0.319,,,,,,5967.0,1.33,1.1
K2-218 b,1,1,1,Transit,2018,8.679885,,2.569,0.229,,,,,,5757.0,1.01,1.05
K2-219 b,1,1,3,Transit,2018,3.901287,,1.348,0.12,,,,,,5753.0,1.19,1.02
K2-219 c,1,1,3,Transit,2018,6.66767,,1.438,0.128,,,,,,5753.0,1.19,1.02
K2-219 d,1,1,3,Transit,2018,11.137278,,2.576,0.23,,,,,,5753.0,1.19,1.02
K2-22 b,1,2,1,Transit,2015,0.381073,,2.3,0.205,,,,,,3879.0,0.58,
K2-220 b,1,1,1,Transit,2018,13.683256,0.1104,2.39,0.213,,,,758,,5660.0,1.02,0.96
K2-221 b,1,1,1,Transit,2018,2.399094,,1.679,0.15,,,,,,5716.0,0.95,1.01
K2-222 b,1,1,1,Transit,2018,15.38857,0.1206,2.35,0.21,8.7,0.02737,0.16,871,,5942.0,1.11,0.99
K2-223 b,1,1,2,Transit,2018,0.50557,,0.89,0.079,,,,,,5859.0,1.0,
K2-223 c,1,1,2,Transit,2018,4.562546,,1.5,0.134,,,,,,5859.0,1.0,
K2-224 b,1,1,2,Transit,2018,4.47904,0.0516,1.56,0.139,,,,1002,,5620.0,0.84,0.91
K2-224 c,1,1,2,Transit,2018,10.09489,0.0886,2.41,0.215,,,,764,,5620.0,0.84,0.91
K2-225 b,1,1,1,Transit,2018,15.8723,0.1409,3.609,0.322,,,0.23,923,,5520.0,1.7,1.48
K2-226 b,1,1,1,Transit,2018,3.27109,0.04095,1.539,0.137,,,0.22,1187,,5288.0,0.89,0.86
K2-227 b,1,1,1,Transit,2018,13.621832,,1.666,0.149,,,,,,5673.0,0.89,0.95
K2-228 b,1,1,1,Transit,2018,2.69828,0.0338,1.21,0.108,,,,914,,4715.0,0.65,0.71
K2-229 b,1,1,2,Transit,2018,0.584216,,1.0,0.089,,,,,,5315.0,0.79,
K2-229 c,1,1,2,Transit,2018,8.32727,0.0769,2.03,0.181,,,,750,,5315.0,0.79,0.87
K2-230 b,1,1,1,Transit,2018,2.86041,0.0409,1.96,0.175,,,,1529,,5945.0,1.39,1.11
K2-231 b,1,1,1,Transit,2018,13.841901,,2.5,0.223,,,,,,5695.0,0.95,1.01
K2-232 b,1,1,1,Transit,2018,11.168454,0.10356,11.209,1.0,126.49634,0.398,0.258,1030,,6154.0,1.16,1.19
K2-233 b,1,1,3,Transit,2018,2.4675,0.03308,1.343,0.12,11.26,0.03543,0.079,1121,,5033.0,0.71,0.79
K2-233 c,1,1,3,Transit,2018,7.06005,0.06666,1.281,0.114,12.81,0.0403,0.2002,790,,5033.0,0.71,0.79
K2-233 d,1,1,3,Transit,2018,24.3645,0.15224,2.358,0.21,21.14,0.06651,0.1999,523,,5033.0,0.71,0.79
K2-237 b,1,1,1,Transit,2018,2.18053332,0.03552,16.062,1.433,434.1536,1.366,0.03,1759,,6180.0,1.24,1.26
K2-238 b,1,1,1,Transit,2018,3.20466,0.046,14.572,1.3,273.3338,0.86,0.0,1587,G2 V,5630.0,1.59,1.19
K2-239 b,1,1,3,Transit,2018,5.24,0.0441,1.1,0.098,,,,502,M3.0 V,3420.0,0.36,0.4
K2-239 c,1,1,3,Transit,2018,7.775,0.0576,1.0,0.089,,,,427,M3.0 V,3420.0,0.36,0.4
K2-239 d,1,1,3,Transit,2018,10.115,0.0685,1.1,0.098,,,,399,M3.0 V,3420.0,0.36,0.4
K2-24 b,1,1,2,Transit,2016,20.88977,,5.4,0.482,19.0,0.05978,0.06,,,5625.0,1.16,1.07
K2-24 c,1,1,2,Transit,2016,42.3391,,7.5,0.669,15.4,0.04845,0.07,,,5625.0,1.16,1.07
K2-240 b,1,1,2,Transit,2018,6.034,0.0513,2.0,0.178,,,,586,M0.5 V,3810.0,0.54,0.58
K2-240 c,1,1,2,Transit,2018,20.523,0.1159,1.8,0.161,,,,389,M0.5 V,3810.0,0.54,0.58
K2-241 b,1,1,1,Transit,2018,26.8199,0.1567,2.55,0.227,,,,507,,5262.0,0.75,0.71
K2-242 b,1,1,1,Transit,2018,6.51389,0.0494,2.54,0.227,,,,416,,3459.0,0.37,0.38
K2-243 b,1,1,2,Transit,2018,11.54182,0.1087,2.17,0.194,,,,1035,,6570.0,1.39,1.29
K2-243 c,1,1,2,Transit,2018,24.94598,0.1817,2.01,0.179,,,,801,,6570.0,1.39,1.29
K2-244 b,1,1,1,Transit,2018,21.06884,0.1418,1.75,0.156,,,,638,,5677.0,0.92,0.86
K2-245 b,1,1,1,Transit,2018,11.89307,0.0959,4.34,0.387,,,,923,,5793.0,1.25,0.83
K2-246 b,1,1,1,Transit,2018,5.76918,0.0602,3.49,0.311,,,,977,,5610.0,0.94,0.87
K2-247 b,1,1,2,Transit,2018,2.25021,0.0304,2.12,0.189,,,,979,,4667.0,0.69,0.74
K2-247 c,1,1,2,Transit,2018,6.49424,0.0615,2.19,0.195,,,,688,,4667.0,0.69,0.74
K2-248 b,1,1,1,Transit,2018,7.17256,0.0699,2.57,0.229,,,,886,,5528.0,0.92,0.88
K2-249 b,1,1,1,Transit,2018,12.409,0.1151,2.79,0.249,,,,1061,,6504.0,1.57,1.32
K2-25 b,1,1,1,Transit,2015,3.48456408,0.0287,3.44,0.306,24.5,0.07709,0.428,494,M4.5 V,3207.0,0.29,0.26
K2-250 b,1,1,1,Transit,2018,4.01392,0.04606,2.713,0.242,,,0.21,1003,,5003.0,0.8,0.81
K2-251 b,1,1,1,Transit,2018,9.30075,0.0694,2.35,0.21,,,,437,,3717.0,0.49,0.52
K2-252 b,1,1,1,Transit,2018,13.81513,0.1041,1.74,0.155,,,,639,,5152.0,0.82,0.79
K2-253 b,1,1,1,Transit,2018,4.00167,0.0506,12.67,1.13,,,,1238,,6027.0,1.1,1.08
K2-254 b,1,1,2,Transit,2018,4.09639,0.0448,1.63,0.145,,,,791,,4629.0,0.67,0.71
K2-254 c,1,1,2,Transit,2018,12.11839,0.0923,2.19,0.195,,,,551,,4629.0,0.67,0.71
K2-255 b,1,1,1,Transit,2018,1.96417,0.0274,2.9,0.259,,,,1034,,4676.0,0.69,0.71
K2-257 b,1,1,1,Transit,2018,1.60588,0.0216,0.83,0.074,,,,789,,3725.0,0.5,0.52
K2-258 b,1,1,1,Transit,2018,19.0921,0.149,3.0,0.268,,,,831,,6351.0,1.31,1.21
K2-259 b,1,1,1,Transit,2018,15.48043,0.1271,2.32,0.207,,,,795,,6059.0,1.13,1.14
K2-26 b,1,1,1,Transit,2016,14.5665,0.0962,2.67,0.238,,,,430,M1.0 V,3785.0,0.52,0.56
K2-260 b,1,1,1,Transit,2018,2.62669762,0.04392,18.416,1.643,546.66486,1.72,0.053,2090,,6860.0,1.75,1.64
K2-261 b,1,1,1,Transit,2018,11.6334681,0.1086,9.27,0.827,68.96876,0.217,0.274,1036,,5490.0,1.66,1.11
K2-263 b,1,1,1,Transit,2018,50.818947,0.2573,2.41,0.215,14.9,0.04688,0.15,470,,5368.0,0.85,0.88
K2-264 b,1,1,2,Transit,2018,5.840002,0.05023,2.231,0.199,,,,496,,3660.0,0.47,0.5
K2-264 c,1,1,2,Transit,2018,19.660302,0.11283,2.668,0.238,,,,331,,3660.0,0.47,0.5
K2-265 b,1,2,1,Transit,2018,2.36902,0.03359,1.708,0.152,7.34184,0.0231,0.16,1366,,5420.0,0.92,0.9
K2-266 b,1,2,4,Transit,2018,0.658524,0.01306,3.3,0.294,,,,1515,,4285.0,0.7,0.69
K2-266 c,1,2,4,Transit,2018,7.814,0.0679,0.705,0.063,,,0.042,664,,4285.0,0.7,0.69
K2-266 d,1,2,4,Transit,2018,14.697,0.1035,2.93,0.261,8.9,0.028,0.047,538,,4285.0,0.7,0.69
K2-266 e,1,2,4,Transit,2018,19.482,0.1249,2.73,0.244,14.3,0.04499,0.043,490,,4285.0,0.7,0.69
K2-268 b,1,1,5,Transit,2018,2.151676,,1.5,0.134,,,,1136,,5106.0,0.78,0.84
K2-268 c,1,1,5,Transit,2018,9.327527,,2.69,0.24,,,,696,,5106.0,0.78,0.84
K2-268 d,1,1,5,Transit,2021,4.528598,,1.49,0.133,,,,888,,5106.0,0.78,0.84
K2-268 e,1,1,5,Transit,2021,6.131243,,1.33,0.119,,,,801,,5106.0,0.78,0.84
K2-268 f,1,1,5,Transit,2021,26.27057,,2.23,0.199,,,,492,,5106.0,0.78,0.84
K2-269 b,1,1,1,Transit,2018,4.144965,0.0531,1.57,0.14,,,,1429,,6209.0,1.45,1.16
K2-27 b,1,3,1,Transit,2016,6.771315,0.06702,4.48,0.4,30.9,0.09722,0.251,902,,5248.0,0.89,0.87
K2-270 b,1,1,2,Transit,2018,1.543069,0.0247,1.38,0.123,,,,1203,,4877.0,0.77,0.85
K2-270 c,1,1,2,Transit,2018,4.400028,0.0497,2.95,0.263,,,,848,,4877.0,0.77,0.85
K2-271 b,1,1,1,Transit,2018,8.562421,0.077,7.28,0.649,,,,893,,5644.0,0.99,0.83
K2-272 b,1,1,1,Transit,2018,14.4536756,0.1007,3.13,0.279,,,,747,,5397.0,0.83,0.86
K2-273 b,1,1,1,Transit,2018,11.7195663,0.0729,3.05,0.272,,,,849,,5161.0,0.85,0.89
K2-274 b,1,1,1,Transit,2018,14.1330314,0.0964,2.08,0.186,,,,655,,5044.0,0.7,0.79
K2-275 b,1,1,2,Transit,2018,3.2809626,0.0277,2.34,0.209,,,,1166,,4841.0,0.69,0.77
K2-275 c,1,1,2,Transit,2018,8.4388385,0.0881,2.21,0.197,,,,653,,4841.0,0.69,0.77
K2-276 b,1,1,1,Transit,2018,18.718269,0.1291,3.77,0.336,,,,583,,5139.0,0.85,0.82
K2-277 b,1,1,1,Transit,2018,6.326768,0.0664,2.186,0.195,,,0.52,1049,,5680.0,0.97,0.97
K2-278 b,1,1,1,Transit,2018,3.334966,0.0488,2.98,0.266,,,,1711,,6747.0,1.61,1.4
K2-279 b,1,1,1,Transit,2018,7.122605,0.067,1.21,0.108,,,,879,,5558.0,0.86,0.79
K2-28 b,1,1,1,Transit,2016,2.260455,0.0214,2.32,0.207,,,0.0,568,M4,3214.0,0.29,0.26
K2-280 b,1,1,1,Transit,2018,19.89526,0.1461,7.5,0.669,37.1,0.11673,0.35,787,,5500.0,1.28,1.03
K2-281 b,1,1,1,Transit,2018,8.687721,0.0773,8.18,0.73,,,,665,,4812.0,0.76,0.82
K2-282 b,1,1,2,Transit,2018,4.169783,,2.5,0.223,,,,,,5499.0,1.0,
K2-283 b,1,1,1,Transit,2018,1.921036,0.0291,3.52,0.314,,,,1186,,5060.0,0.82,0.89
K2-284 b,1,1,1,Transit,2018,4.795069,0.04771,2.78,0.248,,,0.078,653,,4140.0,0.61,0.63
K2-285 b,1,1,4,Transit,2018,3.471745,0.03817,2.59,0.231,9.68,0.03046,0.0,1089,K2 V,4975.0,0.79,0.83
K2-285 c,1,1,4,Transit,2018,7.138048,0.0824,3.53,0.315,15.68,0.04933,0.0,741,K2 V,4975.0,0.79,0.83
