pl_name,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_massjlim,pl_dens,st_mass
HD 51608 b,1,1,2,14.0726,0.1059,,,,,,,0.8
HD 50554 b,1,1,1,1293.0,2.353,,,,,,,1.04
HD 50499 c,1,1,2,8619.9,9.02,,,,,,,1.31
HD 50499 b,1,1,2,2447.1,3.833,,,,,,,1.25
HD 49674 b,1,1,1,4.94737,0.06,,,,,,,1.03
HD 4917 b,1,1,1,400.5,1.167,,,,,,,1.32
HD 48948 d,1,1,3,151.92,0.4894,,,,,,,0.69
HD 48948 c,1,1,3,38.06,0.1951,,,,,,,0.69
HD 48948 b,1,1,3,7.34013,0.0652,,,,,,,0.69
HD 48265 b,1,1,1,778.51,1.814,,,,,,,1.31
HD 4760 b,1,1,1,434.0,1.14,,,,,,,1.05
HD 47536 b,1,1,1,712.13,1.93,,,,,,,2.1
HD 47366 c,1,1,2,677.53,1.84,,,,,,,1.81
HD 47366 b,1,1,2,360.08,1.207,,,,,,,1.81
HD 4732 c,1,2,2,3184.2,4.725,,,,,,,1.39
HD 4732 b,1,2,2,371.74,1.129,,,,,,,1.39
HD 47186 c,1,1,2,1353.6,2.395,,,,,,,
HD 47186 b,1,1,2,4.0845,0.05,,,,,,,0.96
HD 46375 b,1,2,1,3.023573,0.0398,,,,,,,0.92
HD 457 b,1,1,1,20324.58153,15.369,,,8445.33643,26.572,0,,1.15
HD 45652 b,1,1,1,44.073,0.237,,,,,,,0.92
HD 45364 c,1,1,2,345.43,0.902,,,,,,,0.82
HD 45364 b,1,1,2,225.79,0.6793,,,,,,,0.82
HD 45350 b,1,1,1,963.6,1.92,,,,,,,0.98
HD 45184 c,1,1,2,13.1354,0.11,,,,,,,1.03
HD 45184 b,1,1,2,5.8854,0.0644,,,,,,,1.03
HD 44219 b,1,1,1,472.0,1.26,,,184.34048,0.58,0,,1.2
HD 43691 b,1,3,1,36.9987,0.238,,,,,,,1.32
HD 43197 c,1,1,2,9295.9735,8.54,,,2500.67391,7.868,0,,0.96
HD 43197 b,1,1,2,308.92072,0.882,,,,,,,0.96
HD 4313 b,1,1,1,356.21,1.157,,,,,,,1.63
HD 4308 b,1,1,1,15.56,0.12,,,,,,,0.93
HD 42813 b,1,1,3,13.6308205,0.111,3.41,0.304,9.1,0.02863,0,,0.9
HD 42618 b,1,1,1,149.61,0.554,,,,,,,1.01
HD 4208 b,1,1,1,832.97,1.662,,,,,,,0.88
HD 4203 c,1,1,2,6700.0,6.95,,,,,,,0.99
HD 4203 b,1,1,2,431.88,1.17,,,,,,,1.25
HD 42012 b,1,1,1,857.5,1.67,,,,,,,0.83
HD 4113 b,1,3,1,526.5239,1.28,,,,,,,1.01
HD 41004 B b,1,2,2,1.3283,,,,,,,,0.4
HD 41004 A b,1,2,2,963.0,,,,,,,,
HD 40979 b,1,3,1,264.14999,0.85,,,,,,,1.45
HD 40956 b,1,1,1,578.6,1.4,,,,,,,2.0
HD 40307 g,1,1,5,197.8,0.6,,,,,,,0.77
HD 40307 f,1,1,5,51.76,0.247,,,,,,,0.77
HD 40307 d,1,1,5,20.432,0.1321,,,,,,,0.77
HD 40307 c,1,1,5,9.6184,0.0799,,,,,,,0.77
HD 40307 b,1,1,5,4.3123,0.0468,,,,,,,0.77
HD 39855 b,1,1,1,3.2498,0.041,,,,,,,0.87
HD 39194 d,1,1,3,33.91,0.185,,,,,,,0.67
HD 39194 c,1,1,3,14.03,0.103,,,,,,,0.67
HD 39194 b,1,1,3,5.6368,0.056,,,,,,,0.67
HD 39091 b,1,1,3,2088.75851,3.311,,,3917.23512,12.325,0,,1.1
HD 38801 b,1,1,1,685.25,1.623,,,,,,,1.21
HD 38529 c,1,2,2,2127.60566,3.226,,,3299.05886,10.38,0,,0.98
HD 38529 b,1,2,2,14.3099,0.115,,,,,,,0.98
HD 38283 b,1,1,1,363.20001,1.02,,,,,,,1.37
HD 3765 b,1,1,1,1211.0,2.108,,,,,,,0.85
HD 37605 c,1,1,2,2720.0,3.74,,,,,,,0.94
HD 37605 b,1,1,2,55.01292,0.277,,,,,,,0.94
HD 37124 d,1,1,3,1862.0,2.807,,,,,,,0.85
HD 37124 c,1,1,3,885.5,1.71,,,,,,,0.85
HD 37124 b,1,1,3,154.378,0.53364,,,,,,,0.85
HD 3651 b,1,1,1,62.25,0.295,,,,,,,0.8
HD 36384 b,1,1,1,490.0,1.3,,,,,,,1.14
HD 360 b,1,1,1,273.1,0.98,,,,,,,1.69
HD 35759 b,1,1,1,82.467,0.389,,,,,,,1.15
HD 34445 g,1,1,6,5700.0,6.36,,,,,,,1.07
HD 34445 f,1,1,6,676.8,1.543,,,,,,,1.07
HD 34445 e,1,1,6,49.175,0.2687,,,,,,,1.07
HD 34445 d,1,1,6,117.87,0.4817,,,,,,,1.07
HD 34445 c,1,1,6,214.67,0.7181,,,,,,,1.07
HD 34445 b,1,1,6,1049.0,2.07,,,,,,,1.14
HD 33844 c,1,1,2,916.0,2.24,,,,,,,1.78
HD 33844 b,1,1,2,551.40002,1.6,,,,,,,1.84
HD 33564 b,1,1,1,388.0,1.1,,,,,,,1.25
HD 33283 b,1,2,1,18.1991,0.1508,,,,,,,1.38
HD 332231 b,1,1,1,18.712024,0.145,9.073,0.809,74.1,0.23314,0,0.55,1.16
HD 33142 d,1,1,3,89.9,0.452,,,,,,,1.52
HD 33142 c,1,1,3,810.2,1.955,,,,,,,1.52
HD 33142 b,1,1,3,330.0,1.074,,,,,,,1.52
HD 331093 b,1,1,1,621.62,1.44,,,,,,,1.03
HD 330075 b,1,1,1,3.38773,0.04,,,,,,,0.47
HD 32963 b,1,1,1,2372.0,3.41,,,,,,,0.94
HD 32518 b,1,1,1,157.35,0.594,,,,,,,1.13
HD 3167 e,1,1,4,96.63,0.3885,,,,,,,0.84
HD 3167 d,1,1,4,8.4112,0.0763,,,,,,,0.84
HD 3167 c,1,1,4,29.8454,0.1776,3.0,0.268,11.13,0.03502,0,2.11,0.84
HD 3167 b,1,1,4,0.959641,0.01796,1.67,0.149,4.97,0.01564,0,5.6,0.84
HD 31527 d,1,1,3,271.6737,0.8098,,,,,,,0.96
HD 31527 c,1,1,3,51.2053,0.2663,,,,,,,0.96
HD 31527 b,1,1,3,16.5535,0.1254,,,,,,,0.96
HD 31253 b,1,1,1,466.0,1.26,,,,,,,1.7
HD 30856 b,1,2,1,847.0,1.85,,,,,,,1.17
HD 30669 b,1,1,1,1684.0,2.69,,,,,,,0.92
HD 30562 b,1,1,1,1157.0,2.34,,,,,,,1.12
HD 30177 c,1,1,2,12085.45186,10.258,,,1954.6447,6.15,0,,0.98
HD 30177 b,1,1,2,2514.53422,3.604,,,2670.7121,8.403,0,,0.98
HD 29985 b,1,1,1,20608.14049,13.39,,,1739.47487,5.473,0,,0.75
HD 2952 b,1,1,1,312.08,1.117,,,,,,,1.91
HD 29399 b,1,1,1,892.7,1.913,,,,,,,1.17
HD 290327 b,1,1,1,2443.0,3.43,,,,,,,0.84
HD 29021 b,1,1,1,1362.3,2.28,,,,,,,0.85
HD 28678 b,1,1,1,380.2,1.18,,,,,,,1.53
HD 285968 b,1,1,1,8.7836,0.066,,,,,,,0.5
HD 285507 b,1,1,1,6.0881,0.06,,,,,,,0.82
HD 284149 AB b,1,2,1,,431.16,,,8352.53054,26.28,0,,
HD 28254 b,1,2,1,1333.0,2.45,,,1207.74795,3.8,0,,1.1
HD 28192 b,1,1,1,14.23283,0.118,,,,,,,1.08
HD 28185 c,1,1,2,17417.92079,13.176,,,6241.83209,19.639,0,,0.99
HD 28185 b,1,1,2,385.52775,1.035,,,,,,,0.99
HD 28109 d,1,1,3,84.25999,0.411,3.25,0.29,5.681,0.01787,0,,1.26
HD 28109 c,1,1,3,56.00819,0.308,4.23,0.377,7.943,0.02499,0,,1.26
HD 28109 b,1,1,3,22.89104,0.1357,2.199,0.196,18.496,0.05819,0,,1.26
HD 27969 b,1,1,1,654.5,1.552,,,,,,,1.16
HD 27894 d,1,1,3,5019.54244,5.362,,,2063.65985,6.493,0,,0.81
HD 27894 c,1,1,3,36.07,0.198,,,,,,,0.8
HD 27894 b,1,1,3,18.01939,0.125,,,,,,,0.81
HD 27631 b,1,1,1,2198.14,3.242,,,,,,,0.94
HD 27442 b,1,2,1,428.1,1.271,,,,,,,1.23
HD 2685 b,1,1,1,4.12688,0.0568,16.141,1.44,371.8611,1.17,0,,1.43
HD 2638 b,1,3,1,3.4442,0.04,,,,,,,0.77
HD 26161 b,1,1,1,10942.29013,10.087,,,9045.39646,28.46,0,,1.12
HD 260655 c,1,1,2,5.70588,0.04749,1.533,0.137,3.09,0.00972,0,4.7,0.44
HD 260655 b,1,1,2,2.76953,0.02933,1.24,0.111,2.14,0.00673,0,6.2,0.44
HD 25912 c,1,1,2,26308.65619,17.848,,,5252.75008,16.527,0,,1.08
HD 25912 b,1,1,2,41.83156,0.242,,,,,,,1.08
HD 25723 b,1,1,1,457.01,1.49,,,,,,,2.12
HD 25463 c,1,1,2,3.04405,0.0443,1.364,0.122,4.3,0.01353,0,9.09,1.25
HD 25463 b,1,1,2,7.0491423,0.076,2.545,0.227,8.7,0.02737,0,2.87,1.25
HD 25171 b,1,2,1,1802.29,2.971,,,,,,,1.08
HD 25015 b,1,1,1,6134.427,6.248,,,2884.92845,9.077,0,,0.86
HD 24085 b,1,1,1,2.0455,0.034,,,,,,,1.22
HD 24064 b,1,1,1,535.59998,1.29,,,,,,,1.61
HD 24040 c,1,1,2,515.4,1.3,,,,,,,1.1
HD 24040 b,1,1,2,3668.0,4.92,,,,,,,1.11
HD 240237 b,1,1,1,745.70001,1.92,,,,,,,8.76
HD 240210 b,1,1,1,501.75,1.16,,,,,,,0.82
HD 238914 b,1,1,1,4100.0,5.7,,,,,,,1.47
HD 238090 b,1,1,1,13.671,0.0932,,,,,,,0.58
HD 23596 b,1,2,1,1535.11912,2.694,,,3786.60764,11.914,0,,1.1
HD 235088 b,1,1,1,7.434151,0.071,2.075,0.185,4.2,0.01321,0,2.58,0.85
HD 23472 f,1,1,5,12.1621839,0.0906,1.137,0.101,0.77,0.00242,0,3.0,0.67
HD 23472 e,1,1,5,7.90754,0.068,0.818,0.073,0.72,0.00227,0,7.5,0.67
HD 23472 d,1,1,5,3.97664,0.04298,0.75,0.067,0.55,0.00173,0,7.5,0.67
HD 23472 c,1,1,5,29.79749,0.1646,1.87,0.167,3.41,0.01073,0,3.1,0.67
HD 23472 b,1,1,5,17.667087,0.1162,2.0,0.178,8.32,0.02618,0,6.15,0.67
HD 233832 b,1,2,1,2058.0,2.827,,,,,,,0.71
HD 233604 b,1,1,1,192.0,0.747,,,,,,,1.5
HD 231701 b,1,1,1,141.63,0.567,,,,,,,1.21
HD 23127 b,1,1,1,1211.17,2.37,,,,,,,1.21
HD 23079 b,1,1,1,730.59998,1.6,,,,,,,1.12
HD 22946 d,1,1,3,47.42489,0.2958,2.607,0.233,26.57,0.0836,1,10.8,1.1
HD 22781 b,1,1,1,528.07,1.167,,,,,,,0.75
HD 22532 b,1,1,1,872.6,1.9,,,,,,,1.57
HD 22496 b,1,1,1,5.09071,0.051,,,,,,,0.68
HD 224693 b,1,1,1,26.6904,0.191,,,,,,,1.31
HD 224538 b,1,1,1,1202.05199,2.375,,,2075.73733,6.531,0,,1.23
HD 222582 b,1,2,1,572.38,1.34,,,,,,,1.12
HD 222237 b,1,1,1,14892.0,10.8,,,1649.52943,5.19,0,,0.76
HD 222155 b,1,1,1,3999.0,5.14,,,,,,,1.21
HD 222076 b,1,1,1,871.0,1.83,,,,,,,1.07
HD 221585 b,1,1,1,1173.0,2.306,,,,,,,1.19
HD 221420 b,1,1,1,10066.0,10.1,,,6992.22495,22.0,0,,1.34
HD 221416 b,1,1,1,14.2767,0.1228,9.17,0.836,60.5,0.19,0,0.431,1.21
HD 221287 b,1,1,1,456.1,1.25,,,,,,,1.25
HD 220842 b,1,2,1,218.47,0.74,,,,,,,1.13
HD 220773 b,1,1,1,3724.7,4.94,,,,,,,1.16
HD 220689 b,1,1,1,2266.4,3.396,,,,,,,1.02
HD 220197 b,1,1,1,1728.0,2.729,,,,,,,0.91
HD 220074 b,1,1,1,672.09998,1.6,,,,,,,2.2
HD 219828 c,1,1,2,4789.87297,5.657,,,5102.41725,16.054,0,,1.04
HD 219828 b,1,1,2,3.83483,0.049,,,,,,,1.04
HD 219666 b,1,1,1,6.04345,0.104,4.24,0.378,,,,,0.92
HD 219415 b,1,1,1,2093.3,3.2,,,,,,,1.0
HD 219139 b,1,1,1,275.5,0.94,,,,,,,1.46
HD 219134 h,1,1,6,2247.0,3.11,,,,,,,0.79
HD 219134 g,1,1,6,94.2,0.3753,,,,,,,0.79
HD 219134 f,1,1,6,22.717,0.1463,1.31,0.117,7.3,0.02297,-1,,0.81
HD 219134 d,1,1,6,46.859,0.237,1.61,0.144,16.17,0.05088,-1,,0.81
HD 219134 c,1,1,6,6.76458,0.0653,1.511,0.135,4.36,0.01372,0,6.95,0.81
HD 219134 b,1,1,6,3.092926,0.03876,1.602,0.143,4.74,0.01491,0,6.34,0.81
HD 219077 b,1,1,1,5478.68861,5.935,,,3057.50928,9.62,0,,0.92
HD 218566 b,1,1,1,225.7,0.69,,,,,,,0.76
HD 217958 b,1,1,1,2560.19774,3.758,,,166.54209,0.524,0,,1.08
HD 217786 c,1,2,2,2.52221,0.038,,,,,,,1.14
HD 217786 b,1,2,2,1301.36009,2.446,,,4402.55909,13.852,0,,1.14
HD 21749 c,1,1,2,7.78993,0.0695,0.892,0.08,3.7,0.01164,1,31.93,0.73
HD 217107 c,1,1,2,4270.0,5.32,,,,,,,0.98
HD 217107 b,1,1,2,7.12682,0.08,,,,,,,1.0
HD 21693 c,1,1,2,53.7357,0.2586,,,,,,,0.8
HD 21693 b,1,1,2,22.6786,0.1455,,,,,,,0.8
HD 216770 b,1,1,1,118.45,0.46,,,,,,,0.74
HD 216536 b,1,1,1,148.60001,0.61,,,,,,,0.81
HD 216520 c,1,1,2,154.43,0.528,,,,,,,0.82
HD 216520 b,1,1,2,35.45,0.198,,,,,,,0.82
HD 216437 b,1,1,1,1359.0,2.57,,,1334.87931,4.2,0,,1.22
HD 216435 b,1,1,1,1311.0,2.56,,,,,,,1.3
HD 215497 c,1,1,2,566.0,1.31,,,111.23994,0.35,0,,0.92
HD 215497 b,1,1,2,3.93404,0.05,,,,,,,0.67
HD 21520 b,1,1,1,25.1292,0.1726,2.697,0.241,17.7,0.05569,1,1.35,1.09
HD 215152 e,1,1,4,25.1967,0.15417,,,,,,,0.77
HD 215152 d,1,1,4,10.86499,0.08799,,,,,,,0.77
HD 215152 c,1,1,4,7.28243,0.067393,,,,,,,0.77
HD 215152 b,1,1,4,5.75999,0.057638,,,,,,,0.77
HD 214823 b,1,2,1,1854.84424,3.08,,,5914.78665,18.61,0,,1.11
HD 21411 b,1,1,1,84.288,0.362,,,,,,,0.89
HD 213885 c,1,1,2,4.78503,0.056798,,,,,,,1.07
HD 213885 b,1,1,2,1.008035,0.02012,1.745,0.156,8.83,0.02778,0,9.15,1.07
HD 213519 b,1,1,1,11.12214,0.099,,,,,,,1.05
HD 213472 b,1,1,1,17000.0,13.0,,,,,,,1.05
HD 213240 b,1,2,1,882.70001,1.89,,,,,,,1.57
HD 212771 b,1,1,1,380.7,1.19,,,,,,,1.56
HD 212301 b,1,2,1,2.24571,0.03,,,,,,,1.55
HD 211970 b,1,1,1,25.201,0.143,,,,,,,0.61
HD 211810 b,1,1,1,1558.0,2.656,,,,,,,1.03
HD 211403 b,1,1,1,223.8,0.768,,,,,,,1.2
HD 210702 b,1,1,1,355.5,1.079,,,,,,,1.33
HD 210277 b,1,1,1,442.19,1.13,,,,,,,1.01
HD 210193 b,1,1,1,649.918,1.487,,,,,,,1.04
HD 209458 b,1,1,1,3.52474859,,15.581,1.39,232.0159,0.73,0,,1.23
HD 208897 b,1,1,1,358.27,1.063,,,,,,,1.25
HD 20868 b,1,1,1,380.85001,0.95,,,,,,,0.39
HD 208527 b,1,1,1,875.5,2.1,,,,,,,1.6
HD 208487 b,1,1,1,130.08,0.524,,,,,,,1.13
HD 20794 e,1,1,4,147.02,0.509,,,,,,,0.81
HD 20794 d,1,1,4,90.309,0.3499,,,,,,,0.7
HD 20794 c,1,1,4,40.114,0.2036,,,,,,,0.7
HD 20794 b,1,1,4,18.315,0.1207,,,,,,,0.7
HD 207897 b,1,1,1,16.20166,0.117,2.343,0.209,14.8,0.04657,0,6.29,0.82
HD 207832 c,1,3,2,1155.7,2.112,,,,,,,0.94
HD 207832 b,1,3,2,160.07,0.586,,,,,,,1.05
HD 20782 b,1,2,5,597.0643,1.3649,,,,,,,1.04
HD 20781 e,1,2,5,85.5073,0.3374,,,,,,,0.7
HD 20781 d,1,2,5,29.158,0.1647,,,,,,,0.7
HD 20781 c,1,2,5,13.8905,0.1004,,,,,,,0.7
HD 20781 b,1,2,5,5.3135,0.0529,,,,,,,0.7
HD 207496 b,1,1,1,6.441008,0.0629,2.25,0.201,6.1,0.01919,0,3.17,0.8
HD 206893 c,1,1,2,2090.0,3.53,16.365,1.46,4036.42077,12.7,0,,1.32
HD 206893 b,1,1,2,9350.0,9.6,14.011,1.25,8899.1954,28.0,0,,1.32
HD 206610 b,1,1,1,673.2,1.74,,,,,,,1.55
HD 206255 b,1,1,1,96.045,0.461,,,,,,,1.42
HD 205739 b,1,1,1,279.8,0.896,,,,,,,1.22
HD 205158 b,1,1,1,25.33798,0.177,,,,,,,1.16
HD 204941 b,1,2,1,1733.0,2.55,,,,,,,0.58
HD 204313 e,1,1,3,7325.64666,7.457,,,4868.17771,15.317,0,,1.03
HD 204313 c,1,1,3,34.95875,0.211,,,,,,,1.03
HD 204313 b,1,1,3,2041.11539,3.185,,,1466.7781,4.615,0,,1.03
HD 2039 b,1,1,1,1120.0,2.2,,,,,,,1.23
HD 203387 c,1,1,2,2481.07227,5.067,,,2378.94563,7.485,0,,2.82
HD 203387 b,1,1,2,512.5352,1.771,,,,,,,2.82
HD 20329 b,1,1,1,0.926118,0.018,1.72,0.153,7.42,0.02335,0,8.06,0.9
HD 203030 b,1,1,1,,,14.46,1.29,3496.11248,11.0,0,,
HD 202772 A b,1,2,1,3.308958,0.05208,17.318,1.545,323.23311,1.017,0,0.343,1.72
HD 202696 c,1,1,2,946.6,2.342,,,592.43512,1.864,-1,,1.91
HD 202696 b,1,1,2,517.8,1.566,,,634.38868,1.996,-1,,1.91
HD 202206 c,1,2,1,1260.0,2.41,,,5689.157,17.9,0,,1.07
HD 200964 c,1,1,2,852.5,1.96,,,,,,,1.39
HD 200964 b,1,1,2,606.3,1.565,,,,,,,1.39
HD 20003 c,1,1,2,33.9239,0.1964,,,,,,,0.88
HD 20003 b,1,1,2,11.8482,0.0974,,,,,,,0.88
HD 19994 b,1,3,1,466.2,1.305,,,,,,,1.36
HD 199509 b,1,1,1,99.62167,0.426,,,,,,,1.04
HD 197037 b,1,2,1,1035.7,2.07,,,,,,,1.11
HD 196885 A b,1,2,1,1333.0,2.37,,,,,,,1.28
HD 19615 b,1,1,1,402.0,1.1,,,,,,,1.1
HD 196067 b,1,2,1,3638.0,5.02,,,,,,,1.29
HD 196050 b,1,3,1,1392.0,2.65,,,1493.79351,4.7,0,,1.27
HD 195019 b,1,2,1,18.20132,0.14,,,,,,,1.21
HD 194490 b,1,1,1,13092.18348,11.116,,,3561.90296,11.207,0,,1.06
HD 192699 b,1,1,1,340.94,1.063,,,,,,,1.38
HD 192310 c,1,1,2,525.8,1.18,,,,,,,0.8
HD 192310 b,1,1,2,74.72,0.32,,,,,,,0.8
HD 192263 b,1,1,1,24.3556,0.15,,,,,,,0.66
HD 191939 g,1,1,6,284.0,0.812,,,,,,,0.81
HD 191939 f,1,1,6,2200.0,3.2,,,,,,,0.81
HD 191939 e,1,1,6,101.12,0.407,,,,,,,0.81
HD 191939 d,1,1,6,38.353037,0.2132,2.995,0.267,2.8,0.00881,0,0.57,0.81
HD 191939 c,1,1,6,28.579743,0.1752,3.195,0.285,8.0,0.02517,0,1.35,0.81
HD 191939 b,1,1,6,8.8803256,0.0804,3.41,0.304,10.0,0.03146,0,1.4,0.81
HD 191806 b,1,1,1,1603.38923,2.749,,,2966.61035,9.334,0,,1.07
HD 190984 b,1,1,1,4885.0,5.5,,,,,,,0.91
HD 190647 b,1,1,1,1176.45,2.231,,,,,,,1.07
HD 190360 c,1,2,2,17.111,0.1304,,,,,,,0.98
HD 190360 b,1,2,2,2854.0,3.9,,,572.09113,1.8,0,,1.0
HD 190228 b,1,1,1,1143.59858,2.406,,,1598.67689,5.03,0,,1.42
HD 190007 b,1,1,1,11.724128,,,,,,,,0.77
HD 189733 b,1,2,1,2.21857567,,12.666,1.13,359.1479,1.13,0,,0.79
HD 189567 c,1,1,2,33.688,0.197,,,,,,,0.83
HD 189567 b,1,1,2,14.288,0.111,,,,,,,0.83
HD 188641 b,1,1,1,14583.81038,12.027,,,9333.03117,29.365,0,,1.07
HD 188015 b,1,2,1,461.2,1.203,,,,,,,1.09
HD 18742 b,1,1,1,766.0,1.82,,,,,,,1.36
HD 187123 c,1,1,2,3810.0,4.89,,,,,,,1.04
HD 187123 b,1,1,2,3.0965828,0.0426,,,,,,,1.04
HD 187085 b,1,1,1,1019.74,2.1,,,,,,,1.19
HD 18599 b,1,2,1,4.1374354,0.048,2.6,0.232,24.1,0.07583,0,7.5,0.86
HD 185283 b,1,1,1,4060.0,4.6,,,413.17693,1.3,0,,0.8
HD 185269 b,1,3,1,6.83776,0.077,,,,,,,1.3
HD 18438 b,1,1,1,803.0,2.1,,,,,,,1.84
HD 184010 d,1,1,3,836.4,1.92,,,,,,,1.35
HD 184010 c,1,1,3,484.3,1.334,,,,,,,1.35
HD 184010 b,1,1,3,286.6,0.94,,,,,,,1.35
HD 183579 b,1,1,1,17.471291,0.1322,3.49,0.311,20.4,0.06419,0,2.65,1.0
HD 183263 c,1,1,2,4667.97841,5.585,,,2958.98247,9.31,0,,1.06
HD 183263 b,1,1,2,624.87404,1.46,,,,,,,1.06
HD 181720 b,1,1,1,956.0,1.85,,,,,,,1.03
HD 181433 d,1,1,3,2172.0,3.0,,,,,,,0.78
HD 181433 c,1,1,3,962.0,1.76,,,,,,,0.78
HD 181433 b,1,1,3,9.3743,0.08,,,,,,,0.63
HD 18143 c,1,1,2,28982.41764,17.53,,,3177.64841,9.998,0,,0.85
HD 18143 b,1,1,2,10.2851,0.088,,,,,,,0.85
HD 181342 b,1,1,1,564.1,1.592,,,,,,,1.69
HD 181234 b,1,1,1,7593.40512,7.427,,,2980.91263,9.379,0,,0.94
HD 180902 b,1,2,1,510.9,1.4,,,,,,,1.41
HD 180617 b,1,2,1,105.911,0.343,,,,,,,0.48
HD 180314 b,1,1,1,394.73,1.448,,,,,,,2.6
HD 18015 b,1,1,1,2278.0,3.87,,,,,,,1.49
HD 180053 b,1,1,1,213.72,0.843,,,,,,,1.75
HD 179949 b,1,1,1,3.092514,0.0443,,,,,,,1.21
HD 179079 b,1,1,1,14.479,0.1214,,,,,,,1.14
HD 178911 B b,1,3,1,71.484,0.34,,,,,,,1.24
HD 177830 c,1,2,2,110.9,0.5137,,,,,,,1.47
HD 177830 b,1,2,2,410.10001,1.14,,,,,,,1.7
HD 177565 b,1,1,1,44.505,0.246,,,,,,,1.0
HD 176986 c,1,1,2,16.8191,0.11878,,,,,,,0.79
HD 176986 b,1,1,2,6.4898,0.06296,,,,,,,0.79
HD 17674 b,1,1,1,623.8,1.42,,,,,,,0.98
HD 175607 b,1,1,1,29.01,,,,,,,,0.71
HD 175541 b,1,1,1,298.43,0.975,,,,,,,1.39
HD 175167 b,1,1,1,1175.0,,,,4703.86042,14.8,0,,1.09
HD 174205 b,1,1,1,582.0,1.7,,,,,,,1.8
HD 173416 b,1,1,1,322.03,1.158,,,,,,,2.0
HD 17156 b,1,1,1,21.21663,,12.33,1.1,1115.5833,3.51,0,,1.41
HD 171238 b,1,1,1,1532.0,2.57,,,,,,,0.96
HD 171028 b,1,1,1,550.0,1.32,,,,,,,1.53
HD 17092 b,1,1,1,359.89999,1.31,,,,,,,6.73
HD 170469 b,1,2,1,1145.0,2.24,,,,,,,1.1
HD 169830 c,1,1,2,1818.82339,3.075,,,2437.42605,7.669,0,,1.17
HD 169830 b,1,1,2,225.67372,0.765,,,,,,,1.17
HD 169142 b,1,1,1,,37.2,,,953.48522,3.0,0,,1.85
HD 16905 b,1,1,1,10256.0,8.8,,,3591.461,11.3,0,,0.85
HD 1690 b,1,1,1,533.0,1.36,,,,,,,1.86
HD 168863 b,1,1,1,14773.93272,10.961,,,2154.8766,6.78,0,,0.8
HD 168746 b,1,1,1,6.404,0.07,,,,,,,1.07
HD 168443 c,1,1,2,1753.1096,2.842,,,5500.33841,17.306,0,,0.98
HD 168443 b,1,1,2,58.11187,0.292,,,,,,,0.98
HD 168009 b,1,1,1,15.1479,0.1192,,,,,,,0.99
HD 167768 b,1,1,1,20.6532,0.1512,,,,,,,1.08
HD 167677 b,1,1,1,1820.0,2.877,,,905.81096,2.85,0,,0.96
HD 167042 b,1,1,1,417.67,1.22,,,,,,,1.39
HD 166724 b,1,1,1,5144.0,5.42,,,,,,,0.81
HD 1666 b,1,1,1,270.0,0.94,,,,,,,1.5
HD 165155 b,1,1,1,434.5,1.13,,,,,,,1.02
HD 165131 b,1,1,1,2342.6,3.54,,,5943.39121,18.7,0,,1.06
HD 164922 e,1,1,4,41.763,0.2292,,,,,,,0.92
HD 164922 d,1,1,4,12.458,0.103,,,,,,,0.93
HD 164922 c,1,1,4,75.74,0.341,,,,,,,0.93
HD 164922 b,1,1,4,1207.0,2.16,,,,,,,0.93
HD 164604 b,1,1,1,641.472,1.331,,,,,,,0.77
HD 164595 b,1,2,1,40.0,0.23,,,,,,,0.99
HD 164509 b,1,2,1,280.17,0.87,,,,,,,1.12
HD 16417 b,1,2,1,17.24,0.14,,,,,,,1.2
HD 163607 c,1,1,2,1272.0,2.39,,,,,,,1.12
HD 163607 b,1,1,2,75.2203,0.362,,,,,,,1.12
HD 162020 b,1,1,1,8.4282,0.08,,,,,,,0.42
HD 16175 b,1,1,1,990.0,2.12,,,,,,,1.63
HD 16141 b,1,2,1,75.523,0.36,,,,,,,1.11
HD 161178 b,1,1,1,279.3,0.85,,,,,,,1.06
HD 160691 e,1,1,4,307.9,,,,2224.79885,7.0,1,,1.13
HD 160691 d,1,1,4,9.6392,,,,,,,,1.13
HD 160691 c,1,1,4,3947.0,,,,1398.44499,4.4,1,,1.13
HD 160691 b,1,1,4,645.0,,,,1366.66215,4.3,1,,1.13
HD 1605 c,1,1,2,2149.0,3.584,,,,,,,1.33
HD 1605 b,1,1,2,577.2,1.492,,,,,,,1.33
HD 159868 c,1,1,2,351.0,1.032,,,,,,,1.19
HD 159868 b,1,1,2,1184.1,2.32,,,,,,,1.19
HD 159243 c,1,1,2,248.4,0.8,,,,,,,1.12
HD 159243 b,1,1,2,12.62,0.11,,,,,,,1.12
HD 15906 c,1,1,2,21.583298,0.141,2.93,0.261,,,,,0.79
HD 15906 b,1,1,2,10.924709,0.09,2.24,0.2,,,,,0.79
HD 158996 b,1,1,1,820.2,2.1,,,,,,,1.8
HD 158259 f,1,1,5,12.028,,,,,,,,1.08
HD 158259 e,1,1,5,7.951,,,,,,,,1.08
HD 158259 d,1,1,5,5.1980814,,,,,,,,1.08
HD 158259 c,1,1,5,3.432,,,,,,,,1.08
HD 158259 b,1,1,5,2.178,,,,,,,6.12,1.08
HD 158038 b,1,1,1,521.0,1.5,,,,,,,1.3
HD 156846 b,1,2,1,359.51001,1.12,,,,,,,1.38
